episode,agent0_type,agent1_type,winner,agent0_score,agent1_score,total_moves,game_length,agent0_captures,agent1_captures,final_board_seeds,score_difference,winner_margin,agent0_epsilon,agent1_epsilon
271,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
272,DQNSmall,QLearningAgent,DQNSmall,26,13,85,85,26,13,9,13,13,0.995,0.999
273,DQNSmall,HeuristicAgent,HeuristicAgent,19,29,154,154,19,29,20,10,10,0.995,N/A
274,QLearningAgent,HeuristicAgent,QLearningAgent,25,2,121,121,25,2,21,23,23,0.999,N/A
275,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
276,MinimaxAgent,QLearningAgent,MinimaxAgent,27,0,45,45,27,0,21,27,27,N/A,0.999
277,RandomAgent,DQNMedium,Draw,24,24,123,123,24,24,4,0,0,N/A,0.995
278,DQNLarge,MinimaxAgent,DQNLarge,26,3,155,155,26,3,19,23,23,0.995,N/A
279,GreedyAgent,RandomAgent,GreedyAgent,48,0,17,17,48,0,38,48,48,N/A,N/A
280,MinimaxAgent,RandomAgent,MinimaxAgent,44,4,49,49,44,4,21,40,40,N/A,N/A
281,DQNMedium,GreedyAgent,GreedyAgent,0,48,30,30,0,48,32,48,48,0.995,N/A
282,QLearningAgent,DQNMedium,DQNMedium,19,26,136,136,19,26,3,7,7,0.999,0.995
283,RandomAgent,HeuristicAgent,HeuristicAgent,0,48,28,28,0,48,48,48,48,N/A,N/A
284,RandomAgent,DQNMedium,DQNMedium,7,25,66,66,7,25,16,18,18,N/A,0.995
285,QLearningAgent,RandomAgent,RandomAgent,12,27,94,94,12,27,9,15,15,0.999,N/A
286,QLearningAgent,QLearningAgent,QLearningAgent,14,26,86,86,14,26,8,12,12,0.999,0.999
287,RandomAgent,HeuristicAgent,HeuristicAgent,3,45,62,62,3,45,45,42,42,N/A,N/A
288,DQNLarge,HeuristicAgent,HeuristicAgent,7,41,96,96,7,41,27,34,34,0.995,N/A
289,QLearningAgent,HeuristicAgent,HeuristicAgent,10,38,72,72,10,38,38,28,28,0.999,N/A
290,QLearningAgent,DQNSmall,QLearningAgent,25,12,67,67,25,12,11,13,13,0.999,0.995
291,DQNSmall,MinimaxAgent,DQNSmall,26,10,261,261,26,10,12,16,16,0.995,N/A
292,QLearningAgent,RandomAgent,RandomAgent,18,26,84,84,18,26,4,8,8,0.999,N/A
293,DQNMedium,QLearningAgent,DQNMedium,33,15,63,63,33,15,12,18,18,0.995,0.999
294,DQNMedium,QLearningAgent,QLearningAgent,18,26,80,80,18,26,4,8,8,0.995,0.999
295,DQNMedium,GreedyAgent,GreedyAgent,4,26,38,38,4,26,18,22,22,0.995,N/A
296,DQNMedium,DQNMedium,DQNMedium,13,29,92,92,13,29,6,16,16,0.995,0.995
297,QLearningAgent,DQNMedium,DQNMedium,22,26,112,112,22,26,4,4,4,0.999,0.995
298,QLearningAgent,DQNMedium,QLearningAgent,25,21,141,141,25,21,2,4,4,0.999,0.995
299,DQNSmall,RandomAgent,RandomAgent,8,27,66,66,8,27,13,19,19,0.995,N/A
300,DQNSmall,QLearningAgent,QLearningAgent,11,27,62,62,11,27,10,16,16,0.995,0.999
301,QLearningAgent,QLearningAgent,QLearningAgent,25,23,153,153,25,23,4,2,2,0.999,0.999
302,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
303,HeuristicAgent,RandomAgent,HeuristicAgent,42,6,37,37,42,6,42,36,36,N/A,N/A
304,MinimaxAgent,DQNMedium,MinimaxAgent,31,2,61,61,31,2,15,29,29,N/A,0.995
305,QLearningAgent,GreedyAgent,GreedyAgent,11,31,62,62,11,31,6,20,20,0.999,N/A
306,QLearningAgent,HeuristicAgent,HeuristicAgent,11,37,40,40,11,37,32,26,26,0.999,N/A
307,GreedyAgent,DQNLarge,GreedyAgent,26,0,35,35,26,0,22,26,26,N/A,0.995
308,RandomAgent,HeuristicAgent,HeuristicAgent,17,31,156,156,17,31,27,14,14,N/A,N/A
309,RandomAgent,QLearningAgent,QLearningAgent,19,25,104,104,19,25,4,6,6,N/A,0.999
310,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
311,DQNSmall,GreedyAgent,GreedyAgent,2,26,40,40,2,26,20,24,24,0.995,N/A
312,DQNMedium,RandomAgent,DQNMedium,26,4,73,73,26,4,18,22,22,0.995,N/A
313,DQNLarge,HeuristicAgent,DQNLarge,26,2,101,101,26,2,20,24,24,0.995,N/A
314,RandomAgent,DQNSmall,RandomAgent,25,11,113,113,25,11,12,14,14,N/A,0.995
315,GreedyAgent,DQNSmall,GreedyAgent,28,15,51,51,28,15,5,13,13,N/A,0.995
316,HeuristicAgent,RandomAgent,HeuristicAgent,39,9,71,71,39,9,39,30,30,N/A,N/A
317,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
318,QLearningAgent,RandomAgent,Draw,24,24,96,96,24,24,4,0,0,0.999,N/A
319,GreedyAgent,DQNMedium,GreedyAgent,26,11,55,55,26,11,11,15,15,N/A,0.995
320,DQNSmall,DQNMedium,DQNSmall,28,20,117,117,28,20,4,8,8,0.995,0.995
321,GreedyAgent,DQNLarge,GreedyAgent,26,14,59,59,26,14,8,12,12,N/A,0.995
322,RandomAgent,DQNMedium,DQNMedium,22,26,78,78,22,26,5,4,4,N/A,0.995
323,HeuristicAgent,DQNSmall,HeuristicAgent,30,18,55,55,30,18,16,12,12,N/A,0.995
324,RandomAgent,RandomAgent,RandomAgent,15,25,70,70,15,25,8,10,10,N/A,N/A
325,RandomAgent,DQNLarge,DQNLarge,20,28,112,112,20,28,5,8,8,N/A,0.995
326,RandomAgent,MinimaxAgent,RandomAgent,25,0,139,139,25,0,23,25,25,N/A,N/A
327,HeuristicAgent,DQNLarge,HeuristicAgent,34,14,85,85,34,14,32,20,20,N/A,0.995
328,RandomAgent,GreedyAgent,GreedyAgent,4,29,42,42,4,29,15,25,25,N/A,N/A
329,DQNSmall,QLearningAgent,QLearningAgent,12,26,98,98,12,26,10,14,14,0.995,0.999
330,DQNMedium,MinimaxAgent,DQNMedium,25,0,63,63,25,0,23,25,25,0.995,N/A
331,HeuristicAgent,RandomAgent,RandomAgent,15,33,140,140,15,33,9,18,18,N/A,N/A
332,RandomAgent,GreedyAgent,GreedyAgent,3,45,40,40,3,45,28,42,42,N/A,N/A
333,DQNSmall,RandomAgent,DQNSmall,26,22,121,121,26,22,5,4,4,0.995,N/A
334,GreedyAgent,DQNSmall,GreedyAgent,39,9,47,47,39,9,21,30,30,N/A,0.995
335,DQNLarge,DQNLarge,DQNLarge,23,25,132,132,23,25,3,2,2,0.995,0.995
336,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
337,QLearningAgent,QLearningAgent,QLearningAgent,25,18,85,85,25,18,5,7,7,0.999,0.999
338,RandomAgent,MinimaxAgent,RandomAgent,25,0,113,113,25,0,23,25,25,N/A,N/A
339,DQNSmall,DQNSmall,DQNSmall,22,26,172,172,22,26,3,4,4,0.995,0.995
340,DQNSmall,MinimaxAgent,DQNSmall,36,12,219,219,36,12,15,24,24,0.995,N/A
341,DQNLarge,RandomAgent,RandomAgent,23,25,102,102,23,25,5,2,2,0.995,N/A
342,DQNMedium,GreedyAgent,GreedyAgent,0,27,28,28,0,27,21,27,27,0.995,N/A
343,QLearningAgent,DQNLarge,QLearningAgent,25,23,137,137,25,23,2,2,2,0.999,0.995
344,RandomAgent,RandomAgent,RandomAgent,13,26,106,106,13,26,9,13,13,N/A,N/A
345,RandomAgent,GreedyAgent,GreedyAgent,7,26,48,48,7,26,15,19,19,N/A,N/A
346,DQNLarge,GreedyAgent,GreedyAgent,8,25,44,44,8,25,15,17,17,0.995,N/A
347,DQNSmall,DQNLarge,DQNLarge,11,25,82,82,11,25,12,14,14,0.995,0.995
348,QLearningAgent,HeuristicAgent,QLearningAgent,27,3,81,81,27,3,18,24,24,0.999,N/A
349,RandomAgent,GreedyAgent,GreedyAgent,22,26,76,76,22,26,8,4,4,N/A,N/A
350,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
351,RandomAgent,DQNSmall,RandomAgent,25,7,61,61,25,7,16,18,18,N/A,0.995
352,HeuristicAgent,DQNLarge,HeuristicAgent,41,7,89,89,41,7,41,34,34,N/A,0.995
353,MinimaxAgent,DQNSmall,MinimaxAgent,31,0,43,43,31,0,17,31,31,N/A,0.995
354,DQNSmall,GreedyAgent,GreedyAgent,6,28,46,46,6,28,14,22,22,0.995,N/A
355,GreedyAgent,RandomAgent,GreedyAgent,25,0,41,41,25,0,23,25,25,N/A,N/A
356,HeuristicAgent,DQNMedium,HeuristicAgent,43,5,63,63,43,5,43,38,38,N/A,0.995
357,DQNLarge,GreedyAgent,GreedyAgent,12,26,66,66,12,26,10,14,14,0.995,N/A
358,QLearningAgent,DQNLarge,DQNLarge,16,26,102,102,16,26,6,10,10,0.999,0.995
359,GreedyAgent,QLearningAgent,GreedyAgent,25,16,49,49,25,16,7,9,9,N/A,0.999
360,DQNLarge,RandomAgent,RandomAgent,16,25,56,56,16,25,7,9,9,0.995,N/A
361,DQNSmall,RandomAgent,DQNSmall,27,21,109,109,27,21,3,6,6,0.995,N/A
362,MinimaxAgent,QLearningAgent,MinimaxAgent,25,4,65,65,25,4,19,21,21,N/A,0.999
363,DQNMedium,DQNLarge,DQNMedium,25,23,93,93,25,23,6,2,2,0.995,0.995
364,QLearningAgent,DQNSmall,DQNSmall,20,28,122,122,20,28,7,8,8,0.999,0.995
365,RandomAgent,MinimaxAgent,Draw,24,24,123,123,24,24,5,0,0,N/A,N/A
366,RandomAgent,RandomAgent,RandomAgent,3,26,114,114,3,26,19,23,23,N/A,N/A
367,QLearningAgent,DQNLarge,QLearningAgent,27,21,87,87,27,21,4,6,6,0.999,0.995
368,QLearningAgent,GreedyAgent,GreedyAgent,4,25,26,26,4,25,19,21,21,0.999,N/A
369,QLearningAgent,MinimaxAgent,QLearningAgent,27,21,295,295,27,21,7,6,6,0.999,N/A
370,RandomAgent,HeuristicAgent,HeuristicAgent,7,41,50,50,7,41,35,34,34,N/A,N/A
371,RandomAgent,RandomAgent,RandomAgent,27,11,85,85,27,11,10,16,16,N/A,N/A
372,DQNSmall,RandomAgent,RandomAgent,21,27,120,120,21,27,4,6,6,0.995,N/A
373,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
374,QLearningAgent,RandomAgent,QLearningAgent,26,5,139,139,26,5,17,21,21,0.999,N/A
375,DQNLarge,HeuristicAgent,HeuristicAgent,8,40,78,78,8,40,36,32,32,0.995,N/A
376,DQNLarge,GreedyAgent,GreedyAgent,3,29,34,34,3,29,16,26,26,0.995,N/A
377,RandomAgent,MinimaxAgent,RandomAgent,29,0,113,113,29,0,19,29,29,N/A,N/A
378,MinimaxAgent,DQNLarge,MinimaxAgent,48,0,33,33,48,0,33,48,48,N/A,0.995
379,DQNLarge,DQNLarge,DQNLarge,26,14,99,99,26,14,8,12,12,0.995,0.995
380,DQNMedium,DQNMedium,Draw,24,24,135,135,24,24,1,0,0,0.995,0.995
381,DQNSmall,MinimaxAgent,DQNSmall,27,0,155,155,27,0,21,27,27,0.995,N/A
382,DQNSmall,DQNSmall,DQNSmall,15,30,56,56,15,30,3,15,15,0.995,0.995
383,DQNSmall,DQNLarge,DQNLarge,11,25,70,70,11,25,12,14,14,0.995,0.995
384,QLearningAgent,MinimaxAgent,QLearningAgent,25,11,71,71,25,11,12,14,14,0.999,N/A
385,HeuristicAgent,DQNLarge,HeuristicAgent,43,5,59,59,43,5,23,38,38,N/A,0.995
386,GreedyAgent,DQNSmall,GreedyAgent,25,0,33,33,25,0,23,25,25,N/A,0.995
387,DQNMedium,MinimaxAgent,DQNMedium,25,0,229,229,25,0,23,25,25,0.995,N/A
388,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
389,DQNMedium,RandomAgent,DQNMedium,28,13,125,125,28,13,7,15,15,0.995,N/A
390,GreedyAgent,DQNMedium,DQNMedium,17,25,48,48,17,25,6,8,8,N/A,0.995
391,RandomAgent,DQNMedium,RandomAgent,26,18,147,147,26,18,4,8,8,N/A,0.995
392,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
393,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
394,RandomAgent,MinimaxAgent,RandomAgent,27,8,179,179,27,8,13,19,19,N/A,N/A
395,QLearningAgent,DQNLarge,DQNLarge,17,31,98,98,17,31,11,14,14,0.999,0.995
396,HeuristicAgent,DQNLarge,HeuristicAgent,40,8,49,49,40,8,40,32,32,N/A,0.995
397,QLearningAgent,HeuristicAgent,HeuristicAgent,14,34,134,134,14,34,26,20,20,0.999,N/A
398,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
399,GreedyAgent,DQNLarge,GreedyAgent,41,7,63,63,41,7,20,34,34,N/A,0.995
400,DQNMedium,DQNMedium,DQNMedium,30,18,73,73,30,18,8,12,12,0.995,0.995
401,DQNMedium,DQNMedium,DQNMedium,27,21,63,63,27,21,7,6,6,0.995,0.995
402,RandomAgent,GreedyAgent,RandomAgent,35,13,41,41,35,13,22,22,22,N/A,N/A
403,MinimaxAgent,DQNLarge,MinimaxAgent,48,0,45,45,48,0,25,48,48,N/A,0.995
404,QLearningAgent,MinimaxAgent,QLearningAgent,25,11,209,209,25,11,12,14,14,0.999,N/A
405,HeuristicAgent,DQNLarge,HeuristicAgent,29,14,57,57,29,14,5,15,15,N/A,0.995
406,RandomAgent,DQNSmall,DQNSmall,18,26,104,104,18,26,4,8,8,N/A,0.995
407,QLearningAgent,HeuristicAgent,QLearningAgent,25,4,89,89,25,4,19,21,21,0.999,N/A
408,RandomAgent,RandomAgent,Draw,24,24,135,135,24,24,4,0,0,N/A,N/A
409,RandomAgent,GreedyAgent,GreedyAgent,0,26,34,34,0,26,22,26,26,N/A,N/A
410,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
411,QLearningAgent,DQNLarge,QLearningAgent,26,22,79,79,26,22,7,4,4,0.999,0.995
412,MinimaxAgent,DQNSmall,MinimaxAgent,26,0,39,39,26,0,22,26,26,N/A,0.995
413,DQNSmall,GreedyAgent,GreedyAgent,7,28,44,44,7,28,13,21,21,0.995,N/A
414,GreedyAgent,QLearningAgent,GreedyAgent,25,0,41,41,25,0,23,25,25,N/A,0.999
415,DQNSmall,DQNLarge,DQNSmall,26,17,107,107,26,17,5,9,9,0.995,0.995
416,RandomAgent,DQNLarge,DQNLarge,19,25,106,106,19,25,4,6,6,N/A,0.995
417,QLearningAgent,HeuristicAgent,HeuristicAgent,6,42,46,46,6,42,30,36,36,0.999,N/A
418,DQNSmall,QLearningAgent,DQNSmall,25,16,85,85,25,16,7,9,9,0.995,0.999
419,HeuristicAgent,DQNSmall,HeuristicAgent,28,20,177,177,28,20,11,8,8,N/A,0.995
420,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
421,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
422,QLearningAgent,DQNLarge,DQNLarge,7,25,118,118,7,25,16,18,18,0.999,0.995
423,DQNSmall,RandomAgent,DQNSmall,28,20,171,171,28,20,4,8,8,0.995,N/A
424,HeuristicAgent,RandomAgent,HeuristicAgent,42,6,43,43,42,6,21,36,36,N/A,N/A
425,DQNSmall,DQNLarge,DQNSmall,26,6,59,59,26,6,16,20,20,0.995,0.995
426,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
427,QLearningAgent,HeuristicAgent,HeuristicAgent,11,37,96,96,11,37,32,26,26,0.999,N/A
428,DQNLarge,DQNMedium,DQNLarge,28,20,97,97,28,20,9,8,8,0.995,0.995
429,RandomAgent,MinimaxAgent,RandomAgent,27,0,137,137,27,0,21,27,27,N/A,N/A
430,HeuristicAgent,QLearningAgent,HeuristicAgent,45,3,63,63,45,3,45,42,42,N/A,0.999
431,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
432,DQNLarge,DQNSmall,Draw,24,24,112,112,24,24,5,0,0,0.995,0.995
433,DQNLarge,DQNLarge,Draw,24,24,192,192,24,24,2,0,0,0.995,0.995
434,MinimaxAgent,DQNLarge,MinimaxAgent,28,0,33,33,28,0,20,28,28,N/A,0.995
435,DQNSmall,RandomAgent,DQNSmall,25,7,99,99,25,7,16,18,18,0.995,N/A
436,DQNLarge,HeuristicAgent,HeuristicAgent,2,46,28,28,2,46,40,44,44,0.995,N/A
437,QLearningAgent,DQNSmall,QLearningAgent,26,22,51,51,26,22,5,4,4,0.999,0.995
438,DQNLarge,DQNMedium,DQNLarge,29,19,97,97,29,19,5,10,10,0.995,0.995
439,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
440,DQNLarge,HeuristicAgent,HeuristicAgent,17,31,62,62,17,31,28,14,14,0.995,N/A
441,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
442,DQNMedium,DQNMedium,DQNMedium,18,26,132,132,18,26,4,8,8,0.995,0.995
443,DQNMedium,DQNSmall,DQNMedium,26,7,89,89,26,7,15,19,19,0.995,0.995
444,MinimaxAgent,DQNSmall,MinimaxAgent,25,0,45,45,25,0,23,25,25,N/A,0.995
445,MinimaxAgent,DQNMedium,MinimaxAgent,28,0,41,41,28,0,20,28,28,N/A,0.995
446,RandomAgent,DQNLarge,DQNLarge,5,26,84,84,5,26,17,21,21,N/A,0.995
447,MinimaxAgent,DQNLarge,MinimaxAgent,26,0,27,27,26,0,22,26,26,N/A,0.995
448,DQNLarge,DQNSmall,DQNSmall,19,25,98,98,19,25,4,6,6,0.995,0.995
449,MinimaxAgent,DQNSmall,MinimaxAgent,25,0,33,33,25,0,23,25,25,N/A,0.995
450,DQNSmall,GreedyAgent,GreedyAgent,2,46,20,20,2,46,33,44,44,0.995,N/A
451,DQNLarge,RandomAgent,RandomAgent,20,28,114,114,20,28,4,8,8,0.995,N/A
452,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
453,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
454,QLearningAgent,GreedyAgent,GreedyAgent,0,48,24,24,0,48,31,48,48,0.999,N/A
455,DQNMedium,DQNSmall,Draw,24,24,113,113,24,24,3,0,0,0.995,0.995
456,QLearningAgent,RandomAgent,RandomAgent,14,34,112,112,14,34,12,20,20,0.999,N/A
457,DQNLarge,DQNMedium,DQNMedium,16,32,124,124,16,32,12,16,16,0.995,0.995
458,DQNSmall,DQNMedium,DQNSmall,30,18,61,61,30,18,11,12,12,0.995,0.995
459,DQNSmall,MinimaxAgent,DQNSmall,26,3,127,127,26,3,19,23,23,0.995,N/A
460,DQNLarge,DQNMedium,DQNLarge,25,5,51,51,25,5,18,20,20,0.995,0.995
461,DQNLarge,DQNLarge,DQNLarge,17,25,90,90,17,25,6,8,8,0.995,0.995
462,DQNSmall,DQNSmall,DQNSmall,18,26,82,82,18,26,4,8,8,0.995,0.995
463,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
464,QLearningAgent,MinimaxAgent,QLearningAgent,26,0,161,161,26,0,22,26,26,0.999,N/A
465,QLearningAgent,GreedyAgent,QLearningAgent,32,16,37,37,32,16,14,16,16,0.999,N/A
466,DQNLarge,MinimaxAgent,DQNLarge,25,0,213,213,25,0,23,25,25,0.995,N/A
467,MinimaxAgent,DQNSmall,MinimaxAgent,25,2,37,37,25,2,21,23,23,N/A,0.995
468,DQNSmall,QLearningAgent,DQNSmall,25,20,119,119,25,20,3,5,5,0.995,0.999
469,MinimaxAgent,DQNLarge,MinimaxAgent,25,2,49,49,25,2,21,23,23,N/A,0.995
470,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
471,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
472,RandomAgent,DQNLarge,RandomAgent,27,21,91,91,27,21,10,6,6,N/A,0.995
473,DQNSmall,MinimaxAgent,DQNSmall,25,0,129,129,25,0,23,25,25,0.995,N/A
474,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
475,RandomAgent,DQNMedium,DQNMedium,22,26,188,188,22,26,4,4,4,N/A,0.995
476,DQNSmall,GreedyAgent,GreedyAgent,8,25,36,36,8,25,15,17,17,0.995,N/A
477,GreedyAgent,DQNLarge,GreedyAgent,26,12,53,53,26,12,10,14,14,N/A,0.995
478,QLearningAgent,GreedyAgent,GreedyAgent,3,30,54,54,3,30,15,27,27,0.999,N/A
479,DQNLarge,DQNSmall,DQNSmall,15,28,96,96,15,28,5,13,13,0.995,0.995
480,RandomAgent,QLearningAgent,RandomAgent,28,9,81,81,28,9,11,19,19,N/A,0.999
481,QLearningAgent,MinimaxAgent,QLearningAgent,46,2,83,83,46,2,23,44,44,0.999,N/A
482,QLearningAgent,QLearningAgent,QLearningAgent,22,26,42,42,22,26,5,4,4,0.999,0.999
483,GreedyAgent,DQNLarge,GreedyAgent,26,2,33,33,26,2,20,24,24,N/A,0.995
484,DQNLarge,DQNMedium,DQNMedium,22,26,154,154,22,26,4,4,4,0.995,0.995
485,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
486,DQNSmall,DQNLarge,Draw,24,24,84,84,24,24,7,0,0,0.995,0.995
487,DQNLarge,GreedyAgent,GreedyAgent,4,27,64,64,4,27,17,23,23,0.995,N/A
488,DQNSmall,DQNSmall,DQNSmall,23,25,128,128,23,25,6,2,2,0.995,0.995
489,DQNLarge,QLearningAgent,QLearningAgent,23,25,112,112,23,25,2,2,2,0.995,0.999
490,RandomAgent,HeuristicAgent,RandomAgent,26,16,201,201,26,16,6,10,10,N/A,N/A
491,DQNLarge,QLearningAgent,DQNLarge,28,12,69,69,28,12,8,16,16,0.995,0.999
492,DQNLarge,DQNSmall,DQNLarge,26,14,111,111,26,14,8,12,12,0.995,0.995
493,HeuristicAgent,DQNLarge,DQNLarge,9,28,126,126,9,28,11,19,19,N/A,0.995
494,MinimaxAgent,DQNSmall,MinimaxAgent,26,10,31,31,26,10,12,16,16,N/A,0.995
495,RandomAgent,DQNMedium,DQNMedium,18,30,64,64,18,30,8,12,12,N/A,0.995
496,RandomAgent,HeuristicAgent,HeuristicAgent,2,46,136,136,2,46,46,44,44,N/A,N/A
497,DQNMedium,QLearningAgent,DQNMedium,25,14,81,81,25,14,9,11,11,0.995,0.999
498,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
499,DQNLarge,MinimaxAgent,DQNLarge,28,8,87,87,28,8,12,20,20,0.995,N/A
500,DQNLarge,MinimaxAgent,DQNLarge,31,17,235,235,31,17,7,14,14,0.995,N/A
501,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
502,DQNMedium,RandomAgent,DQNMedium,25,23,157,157,25,23,5,2,2,0.995,N/A
503,DQNLarge,GreedyAgent,GreedyAgent,0,31,52,52,0,31,17,31,31,0.995,N/A
504,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
505,GreedyAgent,RandomAgent,Draw,24,24,56,56,24,24,8,0,0,N/A,N/A
506,MinimaxAgent,DQNSmall,MinimaxAgent,29,4,39,39,29,4,15,25,25,N/A,0.995
507,MinimaxAgent,RandomAgent,MinimaxAgent,25,0,41,41,25,0,23,25,25,N/A,N/A
508,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
509,MinimaxAgent,RandomAgent,MinimaxAgent,28,2,39,39,28,2,18,26,26,N/A,N/A
510,GreedyAgent,DQNSmall,GreedyAgent,25,10,49,49,25,10,13,15,15,N/A,0.995
511,DQNSmall,HeuristicAgent,HeuristicAgent,13,35,184,184,13,35,25,22,22,0.995,N/A
512,RandomAgent,MinimaxAgent,RandomAgent,30,0,169,169,30,0,18,30,30,N/A,N/A
513,GreedyAgent,DQNMedium,GreedyAgent,44,4,41,41,44,4,27,40,40,N/A,0.995
514,DQNLarge,DQNLarge,DQNLarge,26,19,65,65,26,19,3,7,7,0.995,0.995
515,RandomAgent,DQNSmall,DQNSmall,19,26,70,70,19,26,3,7,7,N/A,0.995
516,RandomAgent,DQNMedium,DQNMedium,9,29,106,106,9,29,10,20,20,N/A,0.995
517,DQNLarge,QLearningAgent,DQNLarge,25,4,65,65,25,4,19,21,21,0.995,0.999
518,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
519,HeuristicAgent,QLearningAgent,Draw,24,24,63,63,24,24,9,0,0,N/A,0.999
520,QLearningAgent,DQNMedium,QLearningAgent,25,23,73,73,25,23,4,2,2,0.999,0.995
521,DQNMedium,RandomAgent,RandomAgent,23,25,116,116,23,25,3,2,2,0.995,N/A
522,HeuristicAgent,RandomAgent,HeuristicAgent,44,4,85,85,44,4,40,40,40,N/A,N/A
523,GreedyAgent,DQNLarge,GreedyAgent,27,11,43,43,27,11,10,16,16,N/A,0.995
524,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
525,RandomAgent,DQNLarge,RandomAgent,26,16,55,55,26,16,6,10,10,N/A,0.995
526,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
527,DQNLarge,DQNSmall,DQNLarge,26,22,179,179,26,22,2,4,4,0.995,0.995
528,DQNMedium,DQNSmall,DQNMedium,27,10,75,75,27,10,11,17,17,0.995,0.995
529,MinimaxAgent,DQNLarge,MinimaxAgent,25,0,37,37,25,0,23,25,25,N/A,0.995
530,DQNLarge,QLearningAgent,DQNLarge,32,16,83,83,32,16,9,16,16,0.995,0.999
531,RandomAgent,MinimaxAgent,RandomAgent,29,11,175,175,29,11,8,18,18,N/A,N/A
532,DQNSmall,DQNMedium,DQNMedium,19,29,84,84,19,29,10,10,10,0.995,0.995
533,MinimaxAgent,DQNMedium,MinimaxAgent,27,2,33,33,27,2,19,25,25,N/A,0.995
534,RandomAgent,RandomAgent,RandomAgent,25,20,107,107,25,20,3,5,5,N/A,N/A
535,DQNMedium,GreedyAgent,GreedyAgent,7,26,38,38,7,26,15,19,19,0.995,N/A
536,DQNMedium,RandomAgent,RandomAgent,20,28,252,252,20,28,4,8,8,0.995,N/A
537,MinimaxAgent,QLearningAgent,MinimaxAgent,39,9,59,59,39,9,18,30,30,N/A,0.999
538,DQNMedium,DQNSmall,DQNSmall,6,25,56,56,6,25,17,19,19,0.995,0.995
539,MinimaxAgent,RandomAgent,MinimaxAgent,25,7,53,53,25,7,16,18,18,N/A,N/A
540,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
541,DQNLarge,MinimaxAgent,DQNLarge,26,3,185,185,26,3,19,23,23,0.995,N/A
542,HeuristicAgent,RandomAgent,RandomAgent,4,28,84,84,4,28,16,24,24,N/A,N/A
