episode,agent0_type,agent1_type,winner,agent0_score,agent1_score,total_moves,game_length,agent0_captures,agent1_captures,final_board_seeds,score_difference,winner_margin,agent0_epsilon,agent1_epsilon
4262,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
4263,DQNMedium,DQNMedium,DQNMedium,25,15,77,77,25,15,8,10,10,0.995,0.995
4264,QLearningAgent,HeuristicAgent,QLearningAgent,27,0,119,119,27,0,21,27,27,0.999,N/A
4265,GreedyAgent,RandomAgent,GreedyAgent,25,5,35,35,25,5,18,20,20,N/A,N/A
4266,RandomAgent,DQNLarge,DQNLarge,12,26,118,118,12,26,10,14,14,N/A,0.995
4267,GreedyAgent,DQNSmall,GreedyAgent,27,4,55,55,27,4,17,23,23,N/A,0.995
4268,GreedyAgent,QLearningAgent,QLearningAgent,18,27,44,44,18,27,3,9,9,N/A,0.999
4269,DQNLarge,DQNLarge,DQNLarge,16,26,90,90,16,26,6,10,10,0.995,0.995
4270,DQNLarge,MinimaxAgent,DQNLarge,29,2,209,209,29,2,17,27,27,0.995,N/A
4271,DQNLarge,HeuristicAgent,HeuristicAgent,2,46,44,44,2,46,32,44,44,0.995,N/A
4272,DQNMedium,HeuristicAgent,HeuristicAgent,3,45,56,56,3,45,45,42,42,0.995,N/A
4273,DQNLarge,QLearningAgent,QLearningAgent,22,26,68,68,22,26,8,4,4,0.995,0.999
4274,HeuristicAgent,DQNSmall,HeuristicAgent,25,13,137,137,25,13,10,12,12,N/A,0.995
4275,DQNLarge,RandomAgent,RandomAgent,2,26,70,70,2,26,20,24,24,0.995,N/A
4276,QLearningAgent,DQNSmall,QLearningAgent,36,12,93,93,36,12,13,24,24,0.999,0.995
4277,RandomAgent,HeuristicAgent,HeuristicAgent,15,33,112,112,15,33,23,18,18,N/A,N/A
4278,DQNMedium,RandomAgent,DQNMedium,25,20,97,97,25,20,3,5,5,0.995,N/A
4279,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
4280,DQNSmall,RandomAgent,DQNSmall,34,14,27,27,34,14,19,20,20,0.995,N/A
4281,HeuristicAgent,QLearningAgent,HeuristicAgent,42,6,37,37,42,6,42,36,36,N/A,0.999
4282,DQNLarge,DQNLarge,DQNLarge,19,29,132,132,19,29,5,10,10,0.995,0.995
4283,QLearningAgent,MinimaxAgent,QLearningAgent,28,5,137,137,28,5,15,23,23,0.999,N/A
4284,RandomAgent,MinimaxAgent,RandomAgent,29,8,307,307,29,8,11,21,21,N/A,N/A
4285,DQNMedium,HeuristicAgent,HeuristicAgent,8,40,48,48,8,40,29,32,32,0.995,N/A
4286,MinimaxAgent,RandomAgent,MinimaxAgent,26,0,51,51,26,0,22,26,26,N/A,N/A
4287,DQNLarge,GreedyAgent,GreedyAgent,10,26,48,48,10,26,12,16,16,0.995,N/A
4288,DQNMedium,DQNLarge,DQNMedium,25,18,75,75,25,18,5,7,7,0.995,0.995
4289,DQNMedium,DQNMedium,DQNMedium,26,6,77,77,26,6,16,20,20,0.995,0.995
4290,HeuristicAgent,DQNSmall,HeuristicAgent,32,16,99,99,32,16,30,16,16,N/A,0.995
4291,DQNSmall,DQNSmall,DQNSmall,25,12,87,87,25,12,11,13,13,0.995,0.995
4292,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
4293,QLearningAgent,MinimaxAgent,QLearningAgent,27,0,121,121,27,0,21,27,27,0.999,N/A
4294,DQNLarge,MinimaxAgent,DQNLarge,26,5,121,121,26,5,17,21,21,0.995,N/A
4295,RandomAgent,GreedyAgent,GreedyAgent,0,28,26,26,0,28,20,28,28,N/A,N/A
4296,RandomAgent,HeuristicAgent,RandomAgent,29,5,69,69,29,5,14,24,24,N/A,N/A
4297,DQNSmall,GreedyAgent,GreedyAgent,4,25,28,28,4,25,19,21,21,0.995,N/A
4298,DQNLarge,DQNSmall,DQNSmall,20,28,112,112,20,28,5,8,8,0.995,0.995
4299,QLearningAgent,RandomAgent,QLearningAgent,25,6,83,83,25,6,17,19,19,0.999,N/A
4300,DQNMedium,QLearningAgent,DQNMedium,26,14,97,97,26,14,8,12,12,0.995,0.999
4301,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
4302,QLearningAgent,GreedyAgent,GreedyAgent,11,25,58,58,11,25,12,14,14,0.999,N/A
4303,QLearningAgent,GreedyAgent,GreedyAgent,13,35,58,58,13,35,29,22,22,0.999,N/A
4304,RandomAgent,DQNSmall,DQNSmall,20,28,46,46,20,28,11,8,8,N/A,0.995
4305,GreedyAgent,QLearningAgent,GreedyAgent,26,5,61,61,26,5,17,21,21,N/A,0.999
4306,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
4307,QLearningAgent,RandomAgent,QLearningAgent,25,23,133,133,25,23,6,2,2,0.999,N/A
4308,RandomAgent,DQNLarge,RandomAgent,38,10,35,35,38,10,22,28,28,N/A,0.995
4309,GreedyAgent,DQNMedium,GreedyAgent,25,2,47,47,25,2,21,23,23,N/A,0.995
4310,DQNLarge,RandomAgent,DQNLarge,28,20,117,117,28,20,6,8,8,0.995,N/A
4311,RandomAgent,GreedyAgent,GreedyAgent,0,29,44,44,0,29,19,29,29,N/A,N/A
4312,DQNMedium,RandomAgent,RandomAgent,23,25,158,158,23,25,3,2,2,0.995,N/A
4313,MinimaxAgent,QLearningAgent,MinimaxAgent,25,2,35,35,25,2,21,23,23,N/A,0.999
4314,DQNMedium,MinimaxAgent,DQNMedium,45,3,131,131,45,3,25,42,42,0.995,N/A
4315,RandomAgent,DQNLarge,RandomAgent,25,13,95,95,25,13,10,12,12,N/A,0.995
4316,RandomAgent,GreedyAgent,GreedyAgent,15,26,58,58,15,26,7,11,11,N/A,N/A
4317,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
4318,DQNLarge,GreedyAgent,GreedyAgent,14,34,38,38,14,34,13,20,20,0.995,N/A
4319,DQNLarge,QLearningAgent,QLearningAgent,15,25,124,124,15,25,8,10,10,0.995,0.999
4320,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
4321,QLearningAgent,QLearningAgent,QLearningAgent,28,20,65,65,28,20,4,8,8,0.999,0.999
4322,GreedyAgent,DQNMedium,GreedyAgent,29,0,27,27,29,0,19,29,29,N/A,0.995
4323,RandomAgent,RandomAgent,RandomAgent,19,29,126,126,19,29,10,10,10,N/A,N/A
4324,DQNMedium,QLearningAgent,QLearningAgent,11,25,62,62,11,25,12,14,14,0.995,0.999
4325,DQNMedium,DQNSmall,DQNSmall,20,28,94,94,20,28,6,8,8,0.995,0.995
4326,MinimaxAgent,QLearningAgent,MinimaxAgent,32,0,37,37,32,0,16,32,32,N/A,0.999
4327,RandomAgent,HeuristicAgent,RandomAgent,33,15,133,133,33,15,10,18,18,N/A,N/A
4328,DQNSmall,DQNMedium,DQNMedium,6,25,82,82,6,25,17,19,19,0.995,0.995
4329,DQNSmall,MinimaxAgent,DQNSmall,28,20,215,215,28,20,6,8,8,0.995,N/A
4330,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
4331,DQNLarge,RandomAgent,DQNLarge,28,14,81,81,28,14,6,14,14,0.995,N/A
4332,HeuristicAgent,RandomAgent,HeuristicAgent,40,8,119,119,40,8,40,32,32,N/A,N/A
4333,GreedyAgent,DQNMedium,GreedyAgent,28,0,35,35,28,0,20,28,28,N/A,0.995
4334,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
4335,DQNMedium,QLearningAgent,QLearningAgent,16,25,154,154,16,25,7,9,9,0.995,0.999
4336,DQNMedium,HeuristicAgent,HeuristicAgent,9,39,42,42,9,39,28,30,30,0.995,N/A
4337,DQNMedium,DQNSmall,Draw,24,24,96,96,24,24,3,0,0,0.995,0.995
4338,DQNLarge,RandomAgent,RandomAgent,12,27,118,118,12,27,9,15,15,0.995,N/A
4339,QLearningAgent,DQNSmall,DQNSmall,12,27,86,86,12,27,9,15,15,0.999,0.995
4340,GreedyAgent,QLearningAgent,GreedyAgent,26,0,45,45,26,0,22,26,26,N/A,0.999
4341,DQNSmall,DQNLarge,DQNSmall,29,19,137,137,29,19,8,10,10,0.995,0.995
4342,QLearningAgent,MinimaxAgent,QLearningAgent,25,0,87,87,25,0,23,25,25,0.999,N/A
4343,RandomAgent,DQNLarge,RandomAgent,27,8,85,85,27,8,13,19,19,N/A,0.995
4344,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
4345,DQNLarge,GreedyAgent,GreedyAgent,6,25,36,36,6,25,17,19,19,0.995,N/A
4346,QLearningAgent,DQNMedium,DQNMedium,5,28,66,66,5,28,15,23,23,0.999,0.995
4347,HeuristicAgent,DQNLarge,HeuristicAgent,28,20,59,59,28,20,28,8,8,N/A,0.995
4348,MinimaxAgent,DQNLarge,MinimaxAgent,28,3,49,49,28,3,17,25,25,N/A,0.995
4349,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
4350,DQNMedium,DQNMedium,DQNMedium,25,9,81,81,25,9,14,16,16,0.995,0.995
4351,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
4352,QLearningAgent,MinimaxAgent,QLearningAgent,25,0,183,183,25,0,23,25,25,0.999,N/A
4353,RandomAgent,HeuristicAgent,HeuristicAgent,11,37,74,74,11,37,34,26,26,N/A,N/A
4354,RandomAgent,DQNLarge,RandomAgent,27,7,133,133,27,7,14,20,20,N/A,0.995
4355,HeuristicAgent,DQNLarge,HeuristicAgent,37,11,127,127,37,11,31,26,26,N/A,0.995
4356,GreedyAgent,DQNMedium,GreedyAgent,31,17,53,53,31,17,11,14,14,N/A,0.995
4357,MinimaxAgent,QLearningAgent,MinimaxAgent,25,10,45,45,25,10,13,15,15,N/A,0.999
4358,DQNSmall,GreedyAgent,GreedyAgent,0,48,30,30,0,48,40,48,48,0.995,N/A
4359,MinimaxAgent,RandomAgent,MinimaxAgent,26,10,49,49,26,10,12,16,16,N/A,N/A
4360,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
4361,QLearningAgent,DQNSmall,QLearningAgent,26,10,43,43,26,10,12,16,16,0.999,0.995
4362,DQNMedium,GreedyAgent,GreedyAgent,9,26,46,46,9,26,13,17,17,0.995,N/A
4363,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
4364,GreedyAgent,DQNSmall,GreedyAgent,26,7,47,47,26,7,15,19,19,N/A,0.995
4365,MinimaxAgent,QLearningAgent,MinimaxAgent,25,0,45,45,25,0,23,25,25,N/A,0.999
4366,QLearningAgent,DQNMedium,QLearningAgent,25,23,111,111,25,23,5,2,2,0.999,0.995
4367,DQNMedium,GreedyAgent,GreedyAgent,15,33,42,42,15,33,9,18,18,0.995,N/A
4368,QLearningAgent,QLearningAgent,QLearningAgent,25,23,149,149,25,23,5,2,2,0.999,0.999
4369,DQNSmall,DQNSmall,DQNSmall,18,30,60,60,18,30,17,12,12,0.995,0.995
4370,MinimaxAgent,DQNLarge,MinimaxAgent,26,2,49,49,26,2,20,24,24,N/A,0.995
4371,QLearningAgent,HeuristicAgent,HeuristicAgent,3,45,52,52,3,45,43,42,42,0.999,N/A
4372,QLearningAgent,QLearningAgent,QLearningAgent,26,17,89,89,26,17,5,9,9,0.999,0.999
4373,RandomAgent,HeuristicAgent,HeuristicAgent,20,28,328,328,20,28,13,8,8,N/A,N/A
4374,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
4375,DQNLarge,DQNMedium,DQNMedium,13,28,134,134,13,28,7,15,15,0.995,0.995
4376,DQNLarge,DQNMedium,DQNMedium,15,33,94,94,15,33,14,18,18,0.995,0.995
4377,RandomAgent,DQNMedium,Draw,24,24,100,100,24,24,4,0,0,N/A,0.995
4378,GreedyAgent,DQNLarge,GreedyAgent,27,3,25,25,27,3,18,24,24,N/A,0.995
4379,QLearningAgent,DQNLarge,DQNLarge,19,26,114,114,19,26,3,7,7,0.999,0.995
4380,RandomAgent,RandomAgent,RandomAgent,2,25,42,42,2,25,21,23,23,N/A,N/A
4381,RandomAgent,DQNLarge,DQNLarge,8,40,62,62,8,40,19,32,32,N/A,0.995
4382,DQNMedium,HeuristicAgent,HeuristicAgent,0,48,56,56,0,48,48,48,48,0.995,N/A
4383,RandomAgent,QLearningAgent,Draw,24,24,178,178,24,24,2,0,0,N/A,0.999
4384,QLearningAgent,DQNLarge,DQNLarge,11,25,140,140,11,25,12,14,14,0.999,0.995
4385,HeuristicAgent,DQNLarge,DQNLarge,9,39,130,130,9,39,28,30,30,N/A,0.995
4386,DQNMedium,GreedyAgent,GreedyAgent,0,25,36,36,0,25,23,25,25,0.995,N/A
4387,GreedyAgent,DQNMedium,GreedyAgent,26,3,27,27,26,3,19,23,23,N/A,0.995
4388,DQNMedium,RandomAgent,DQNMedium,26,13,81,81,26,13,9,13,13,0.995,N/A
4389,DQNSmall,DQNLarge,DQNLarge,18,30,120,120,18,30,12,12,12,0.995,0.995
4390,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
4391,QLearningAgent,GreedyAgent,GreedyAgent,16,32,62,62,16,32,14,16,16,0.999,N/A
4392,DQNLarge,QLearningAgent,DQNLarge,26,14,119,119,26,14,8,12,12,0.995,0.999
4393,DQNSmall,MinimaxAgent,DQNSmall,25,0,151,151,25,0,23,25,25,0.995,N/A
4394,MinimaxAgent,RandomAgent,MinimaxAgent,34,2,43,43,34,2,12,32,32,N/A,N/A
4395,QLearningAgent,HeuristicAgent,HeuristicAgent,2,46,42,42,2,46,41,44,44,0.999,N/A
4396,GreedyAgent,RandomAgent,GreedyAgent,29,0,27,27,29,0,19,29,29,N/A,N/A
4397,MinimaxAgent,QLearningAgent,MinimaxAgent,25,4,37,37,25,4,19,21,21,N/A,0.999
4398,MinimaxAgent,DQNSmall,MinimaxAgent,46,2,27,27,46,2,26,44,44,N/A,0.995
4399,GreedyAgent,QLearningAgent,GreedyAgent,25,2,33,33,25,2,21,23,23,N/A,0.999
4400,GreedyAgent,DQNSmall,GreedyAgent,26,7,57,57,26,7,15,19,19,N/A,0.995
4401,QLearningAgent,QLearningAgent,QLearningAgent,18,25,102,102,18,25,5,7,7,0.999,0.999
4402,DQNSmall,MinimaxAgent,DQNSmall,27,0,129,129,27,0,21,27,27,0.995,N/A
4403,DQNMedium,DQNSmall,DQNSmall,23,25,112,112,23,25,3,2,2,0.995,0.995
4404,HeuristicAgent,DQNLarge,HeuristicAgent,43,5,49,49,43,5,38,38,38,N/A,0.995
4405,DQNLarge,HeuristicAgent,DQNLarge,28,13,197,197,28,13,7,15,15,0.995,N/A
4406,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
4407,MinimaxAgent,DQNLarge,MinimaxAgent,28,0,27,27,28,0,20,28,28,N/A,0.995
4408,DQNLarge,QLearningAgent,DQNLarge,25,20,185,185,25,20,3,5,5,0.995,0.999
4409,QLearningAgent,HeuristicAgent,HeuristicAgent,21,27,104,104,21,27,25,6,6,0.999,N/A
4410,DQNLarge,HeuristicAgent,HeuristicAgent,13,35,54,54,13,35,35,22,22,0.995,N/A
4411,DQNSmall,DQNLarge,DQNLarge,5,25,64,64,5,25,18,20,20,0.995,0.995
4412,RandomAgent,DQNMedium,DQNMedium,22,26,72,72,22,26,7,4,4,N/A,0.995
4413,DQNSmall,GreedyAgent,GreedyAgent,5,25,30,30,5,25,18,20,20,0.995,N/A
4414,RandomAgent,DQNSmall,RandomAgent,25,7,69,69,25,7,16,18,18,N/A,0.995
4415,DQNMedium,QLearningAgent,DQNMedium,26,6,51,51,26,6,16,20,20,0.995,0.999
4416,QLearningAgent,DQNLarge,QLearningAgent,25,23,161,161,25,23,4,2,2,0.999,0.995
4417,QLearningAgent,GreedyAgent,GreedyAgent,3,26,42,42,3,26,19,23,23,0.999,N/A
4418,DQNLarge,DQNMedium,DQNMedium,3,25,66,66,3,25,20,22,22,0.995,0.995
4419,DQNMedium,GreedyAgent,GreedyAgent,12,36,40,40,12,36,18,24,24,0.995,N/A
4420,HeuristicAgent,DQNSmall,HeuristicAgent,48,0,49,49,48,0,48,48,48,N/A,0.995
4421,DQNLarge,DQNSmall,DQNLarge,25,20,139,139,25,20,3,5,5,0.995,0.995
4422,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
4423,DQNLarge,DQNMedium,DQNLarge,26,7,105,105,26,7,15,19,19,0.995,0.995
4424,RandomAgent,QLearningAgent,QLearningAgent,6,26,68,68,6,26,16,20,20,N/A,0.999
4425,QLearningAgent,QLearningAgent,QLearningAgent,26,11,47,47,26,11,11,15,15,0.999,0.999
4426,HeuristicAgent,DQNSmall,HeuristicAgent,35,13,53,53,35,13,30,22,22,N/A,0.995
4427,QLearningAgent,DQNLarge,QLearningAgent,26,22,79,79,26,22,9,4,4,0.999,0.995
4428,QLearningAgent,GreedyAgent,GreedyAgent,5,26,44,44,5,26,17,21,21,0.999,N/A
4429,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
4430,HeuristicAgent,DQNLarge,DQNLarge,5,26,164,164,5,26,17,21,21,N/A,0.995
4431,QLearningAgent,DQNLarge,QLearningAgent,27,17,89,89,27,17,4,10,10,0.999,0.995
4432,DQNMedium,QLearningAgent,DQNMedium,27,10,43,43,27,10,11,17,17,0.995,0.999
4433,GreedyAgent,DQNSmall,GreedyAgent,42,6,33,33,42,6,25,36,36,N/A,0.995
4434,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
4435,RandomAgent,QLearningAgent,QLearningAgent,19,29,82,82,19,29,8,10,10,N/A,0.999
4436,DQNLarge,DQNLarge,DQNLarge,22,26,56,56,22,26,3,4,4,0.995,0.995
4437,RandomAgent,DQNSmall,RandomAgent,25,23,139,139,25,23,7,2,2,N/A,0.995
4438,DQNSmall,RandomAgent,Draw,24,24,125,125,24,24,4,0,0,0.995,N/A
4439,DQNSmall,HeuristicAgent,HeuristicAgent,11,37,40,40,11,37,31,26,26,0.995,N/A
4440,HeuristicAgent,DQNLarge,HeuristicAgent,48,0,37,37,48,0,33,48,48,N/A,0.995
4441,DQNMedium,DQNMedium,DQNMedium,17,25,84,84,17,25,6,8,8,0.995,0.995
4442,DQNLarge,GreedyAgent,GreedyAgent,0,26,32,32,0,26,22,26,26,0.995,N/A
4443,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
4444,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
4445,RandomAgent,MinimaxAgent,RandomAgent,27,2,65,65,27,2,19,25,25,N/A,N/A
4446,DQNMedium,DQNSmall,Draw,24,24,119,119,24,24,4,0,0,0.995,0.995
4447,DQNMedium,HeuristicAgent,DQNMedium,26,2,151,151,26,2,20,24,24,0.995,N/A
4448,HeuristicAgent,DQNLarge,HeuristicAgent,46,2,43,43,46,2,46,44,44,N/A,0.995
4449,MinimaxAgent,DQNSmall,MinimaxAgent,26,2,35,35,26,2,20,24,24,N/A,0.995
4450,DQNMedium,DQNLarge,DQNLarge,17,25,142,142,17,25,6,8,8,0.995,0.995
4451,MinimaxAgent,DQNLarge,MinimaxAgent,27,0,39,39,27,0,21,27,27,N/A,0.995
4452,DQNSmall,QLearningAgent,DQNSmall,29,19,41,41,29,19,8,10,10,0.995,0.999
4453,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
4454,RandomAgent,DQNLarge,RandomAgent,30,18,81,81,30,18,6,12,12,N/A,0.995
4455,DQNSmall,QLearningAgent,QLearningAgent,20,28,180,180,20,28,4,8,8,0.995,0.999
4456,DQNSmall,GreedyAgent,GreedyAgent,9,31,42,42,9,31,8,22,22,0.995,N/A
4457,DQNMedium,HeuristicAgent,HeuristicAgent,10,38,122,122,10,38,33,28,28,0.995,N/A
4458,DQNMedium,QLearningAgent,QLearningAgent,5,25,78,78,5,25,18,20,20,0.995,0.999
4459,DQNLarge,DQNSmall,DQNLarge,32,16,139,139,32,16,8,16,16,0.995,0.995
4460,HeuristicAgent,DQNMedium,HeuristicAgent,41,7,43,43,41,7,29,34,34,N/A,0.995
4461,DQNLarge,HeuristicAgent,HeuristicAgent,19,29,206,206,19,29,17,10,10,0.995,N/A
4462,QLearningAgent,DQNLarge,DQNLarge,3,45,38,38,3,45,31,42,42,0.999,0.995
4463,DQNMedium,DQNLarge,DQNMedium,25,10,75,75,25,10,13,15,15,0.995,0.995
4464,RandomAgent,DQNSmall,RandomAgent,29,15,83,83,29,15,4,14,14,N/A,0.995
4465,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
4466,DQNSmall,DQNMedium,DQNSmall,25,23,165,165,25,23,2,2,2,0.995,0.995
4467,DQNSmall,QLearningAgent,DQNSmall,26,22,89,89,26,22,3,4,4,0.995,0.999
4468,GreedyAgent,QLearningAgent,GreedyAgent,25,14,29,29,25,14,9,11,11,N/A,0.999
4469,RandomAgent,QLearningAgent,QLearningAgent,13,27,66,66,13,27,8,14,14,N/A,0.999
4470,RandomAgent,DQNMedium,DQNMedium,10,25,78,78,10,25,13,15,15,N/A,0.995
4471,HeuristicAgent,RandomAgent,HeuristicAgent,33,15,57,57,33,15,26,18,18,N/A,N/A
4472,DQNMedium,DQNSmall,DQNMedium,25,7,103,103,25,7,16,18,18,0.995,0.995
4473,QLearningAgent,DQNSmall,QLearningAgent,25,3,31,31,25,3,20,22,22,0.999,0.995
4474,DQNMedium,HeuristicAgent,HeuristicAgent,5,43,74,74,5,43,43,38,38,0.995,N/A
4475,MinimaxAgent,DQNSmall,MinimaxAgent,25,4,39,39,25,4,19,21,21,N/A,0.995
4476,GreedyAgent,QLearningAgent,GreedyAgent,25,2,29,29,25,2,21,23,23,N/A,0.999
4477,DQNLarge,HeuristicAgent,HeuristicAgent,22,26,134,134,22,26,7,4,4,0.995,N/A
4478,DQNSmall,DQNSmall,DQNSmall,12,27,88,88,12,27,9,15,15,0.995,0.995
4479,DQNSmall,DQNSmall,DQNSmall,19,26,142,142,19,26,3,7,7,0.995,0.995
4480,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
4481,DQNMedium,QLearningAgent,QLearningAgent,8,26,94,94,8,26,14,18,18,0.995,0.999
4482,DQNMedium,GreedyAgent,GreedyAgent,16,32,78,78,16,32,11,16,16,0.995,N/A
4483,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
4484,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
4485,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
4486,DQNMedium,DQNLarge,DQNLarge,10,38,64,64,10,38,14,28,28,0.995,0.995
4487,MinimaxAgent,DQNLarge,MinimaxAgent,25,0,59,59,25,0,23,25,25,N/A,0.995
4488,QLearningAgent,DQNLarge,DQNLarge,14,27,100,100,14,27,7,13,13,0.999,0.995
4489,MinimaxAgent,DQNSmall,MinimaxAgent,25,2,45,45,25,2,21,23,23,N/A,0.995
4490,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
4491,RandomAgent,HeuristicAgent,HeuristicAgent,23,25,130,130,23,25,14,2,2,N/A,N/A
4492,DQNLarge,GreedyAgent,GreedyAgent,13,25,54,54,13,25,10,12,12,0.995,N/A
4493,GreedyAgent,RandomAgent,GreedyAgent,28,20,63,63,28,20,10,8,8,N/A,N/A
4494,DQNSmall,GreedyAgent,GreedyAgent,3,25,20,20,3,25,20,22,22,0.995,N/A
4495,DQNLarge,DQNLarge,DQNLarge,19,25,92,92,19,25,4,6,6,0.995,0.995
4496,DQNLarge,RandomAgent,RandomAgent,7,28,66,66,7,28,13,21,21,0.995,N/A
4497,RandomAgent,MinimaxAgent,RandomAgent,25,2,233,233,25,2,21,23,23,N/A,N/A
4498,RandomAgent,RandomAgent,RandomAgent,26,10,125,125,26,10,12,16,16,N/A,N/A
4499,DQNSmall,QLearningAgent,DQNSmall,26,11,73,73,26,11,11,15,15,0.995,0.999
4500,QLearningAgent,DQNMedium,DQNMedium,12,25,84,84,12,25,11,13,13,0.999,0.995
4501,DQNSmall,DQNLarge,DQNSmall,27,21,103,103,27,21,3,6,6,0.995,0.995
4502,DQNSmall,QLearningAgent,QLearningAgent,16,25,50,50,16,25,7,9,9,0.995,0.999
4503,DQNMedium,RandomAgent,DQNMedium,26,16,99,99,26,16,6,10,10,0.995,N/A
4504,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
4505,QLearningAgent,GreedyAgent,Draw,24,24,65,65,24,24,5,0,0,0.999,N/A
4506,MinimaxAgent,RandomAgent,MinimaxAgent,25,0,25,25,25,0,23,25,25,N/A,N/A
4507,QLearningAgent,RandomAgent,RandomAgent,16,32,98,98,16,32,8,16,16,0.999,N/A
4508,QLearningAgent,DQNLarge,DQNLarge,19,25,132,132,19,25,4,6,6,0.999,0.995
4509,DQNMedium,MinimaxAgent,DQNMedium,26,0,181,181,26,0,22,26,26,0.995,N/A
4510,DQNLarge,GreedyAgent,GreedyAgent,5,43,32,32,5,43,25,38,38,0.995,N/A
4511,MinimaxAgent,DQNLarge,MinimaxAgent,25,0,31,31,25,0,23,25,25,N/A,0.995
4512,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
4513,RandomAgent,HeuristicAgent,HeuristicAgent,13,35,150,150,13,35,22,22,22,N/A,N/A
4514,QLearningAgent,QLearningAgent,QLearningAgent,27,13,97,97,27,13,8,14,14,0.999,0.999
4515,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
4516,DQNLarge,HeuristicAgent,HeuristicAgent,13,35,52,52,13,35,30,22,22,0.995,N/A
4517,DQNSmall,DQNLarge,DQNSmall,30,18,89,89,30,18,6,12,12,0.995,0.995
4518,RandomAgent,DQNMedium,DQNMedium,0,25,28,28,0,25,23,25,25,N/A,0.995
4519,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
4520,DQNSmall,GreedyAgent,GreedyAgent,15,28,42,42,15,28,5,13,13,0.995,N/A
4521,QLearningAgent,DQNSmall,QLearningAgent,25,10,75,75,25,10,13,15,15,0.999,0.995
4522,DQNLarge,RandomAgent,DQNLarge,26,10,83,83,26,10,12,16,16,0.995,N/A
4523,DQNMedium,GreedyAgent,DQNMedium,40,8,17,17,40,8,29,32,32,0.995,N/A
4524,DQNLarge,RandomAgent,DQNLarge,30,18,119,119,30,18,6,12,12,0.995,N/A
4525,MinimaxAgent,DQNSmall,MinimaxAgent,46,2,19,19,46,2,41,44,44,N/A,0.995
4526,QLearningAgent,RandomAgent,QLearningAgent,26,7,51,51,26,7,15,19,19,0.999,N/A
4527,RandomAgent,DQNMedium,RandomAgent,29,4,55,55,29,4,15,25,25,N/A,0.995
